
List of user-set options:

                                    Name   Value                used
                        file_print_level = 5                     yes
                   hessian_approximation = limited-memory        yes
                                  hsllib = /home/grant/packages/ThirdParty-HSL/.libs/libcoinhsl.so  yes
                           linear_solver = ma97                  yes
                                max_iter = 500                   yes
                             output_file = IPOPT.out             yes
                             print_level = 5                     yes
                      print_user_options = yes                   yes
                                      sb = yes                   yes
This is Ipopt version 3.14.7, running with linear solver ma97.

Number of nonzeros in equality constraint Jacobian...:        0
Number of nonzeros in inequality constraint Jacobian.:      900
Number of nonzeros in Lagrangian Hessian.............:        0

Total number of variables............................:        9
                     variables with only lower bounds:        1
                variables with lower and upper bounds:        0
                     variables with only upper bounds:        0
Total number of equality constraints.................:        0
Total number of inequality constraints...............:      100
        inequality constraints with only lower bounds:       50
   inequality constraints with lower and upper bounds:       50
        inequality constraints with only upper bounds:        0

iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
   0  1.4129524e+01 2.85e+02 1.38e+00   0.0 0.00e+00    -  0.00e+00 0.00e+00   0
   1  1.4181792e+01 2.55e+02 9.97e+00  -0.6 2.05e+00    -  1.06e-02 1.18e-01f  1
   2  1.4274512e+01 2.16e+02 1.32e+01  -1.0 1.80e+00    -  1.26e-01 1.79e-01f  1
   3  1.4386633e+01 1.69e+02 1.18e+01  -1.8 1.20e+00    -  3.23e-01 2.77e-01h  1
   4  1.4712139e+01 8.57e+01 4.69e+00  -1.8 5.67e-01    -  5.76e-01 9.82e-01h  1
   5  1.4706402e+01 4.99e+01 1.35e+03  -0.7 3.39e-01    -  5.38e-02 7.11e-01h  1
   6  1.4696614e+01 3.59e+01 8.30e+02  -6.9 5.73e-01    -  4.33e-01 3.83e-01h  1
   7  1.4676521e+01 2.85e+01 6.20e+02  -7.2 7.82e-01    -  2.40e-01 2.54e-01h  1
   8  1.4650352e+01 2.32e+01 4.84e+02  -3.4 9.65e-01    -  3.82e-02 2.28e-01h  1
   9  1.4640117e+01 2.17e+01 4.53e+02  -7.3 1.17e+00    -  9.19e-02 6.56e-02h  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
  10  1.4624518e+01 2.02e+01 4.21e+02  -3.4 1.23e+00    -  1.89e-02 7.55e-02h  1
  11  1.4584980e+01 1.62e+01 3.27e+02  -3.4 1.32e+00    -  8.21e-02 2.39e-01h  1
  12  1.4576551e+01 1.57e+01 3.15e+02  -7.4 1.58e+00    -  7.44e-02 3.59e-02h  1
  13  1.4502933e+01 1.22e+01 2.34e+02  -3.5 1.62e+00    -  1.24e-01 2.81e-01h  1
  14  1.4485488e+01 1.16e+01 2.23e+02  -7.5 1.97e+00    -  3.16e-01 4.73e-02h  1
  15  1.4260199e+01 7.36e+00 1.19e+02  -3.7 2.02e+00    -  1.25e-01 5.46e-01h  1
  16  1.4206795e+01 6.73e+00 1.09e+02  -7.7 2.71e+00    -  3.35e-01 9.14e-02h  1
