4.43969,-3.71899,6.3236,-4.00356,5.893,-0.476002
6.46952,3.03066,4.74687,2.88784,5.893,-0.476002
6.3236,-4.00356,7.86887,1.43443,4.12149,-0.439254
7.86887,1.43443,6.46952,3.03066,4.12149,-0.439254
4.74687,2.88784,4.36704,2.12841,10.9978,-0.71335
4.36704,2.12841,4.43969,-3.71899,10.9978,-0.71335
6.91469,-4.25592,9.4033,3.2099,8.159,-0.523008
9.4033,3.2099,6.46952,3.03066,8.159,-0.523008
6.3236,-4.00356,6.91469,-4.25592,8.159,-0.523008
4.74687,2.88784,4.62683,4.46268,-28.6837,1.13163
-61.9942,-2.19942,4.43969,-3.71899,-28.6837,1.13163
4.62683,4.46268,4.54053,5.23508,-28.6837,1.13163
-2.00146,21.3491,-61.9942,-2.19942,-28.6837,1.13163
4.54053,5.23508,5.25823,6.77816,-5.15592,10.6835
5.25823,6.77816,-2.00146,21.3491,-5.15592,10.6835
-2.00146,21.3491,1.11236,6.22473,5.50601,15.012
1.11236,6.22473,4.54053,5.23508,5.50601,15.012
